"id","date","polity","event","confidence","core_sources","modern_direction","cause","consequence","target","evidence_type","source_locator","source_caveat","year_ce","chronological_band","tier","actioner_representation","spatial_scope","source_caveat_class"
"EQ-1661-COAST-EVACUATION","顺治十八年（1661年）","清、福建广东沿海与郑氏集团","清廷下令福建广东沿海迁界，试图切断郑氏的粮食、人口和贸易联系","迁界命令可靠；实际迁撤距离、死亡与秘密贸易须以各县档案和方志核实","《清世祖实录》顺治十八年迁界谕旨；《清史稿·食货志》；《福建通志》《广东通志》及沿海县志迁界条","迁界政策、沿海社区与反郑战略","郑氏水师能从沿岸获取补给和信息，清廷缺乏有效水师时选择强制迁徙制造隔离带","渔盐、耕作和宗族网络受破坏；迁界成为海防政策的社会成本，也未完全阻绝海上往来","chapters/early-qing/coastal-war-and-taiwan.tex","annalistic_record","《清世祖实录》顺治十八年迁界谕旨；《清史稿·食货志》；《福建通志》《广东通志》及沿海县志迁界条","原有置信注记：迁界命令可靠；实际迁撤距离、死亡与秘密贸易须以各县档案和方志核实","1661","1644-1683_conquest_early_kangxi","B","court_and_officials;maritime_and_foreign_polities;local_society_and_elites;fiscal_and_commercial_actors","maritime_or_transregional","annalistic_selection_limit"
"EQ-1661-ZHENG-TAIWAN-LANDING","永历十五年／顺治十八年四月（1661年）","郑成功集团、荷兰东印度公司与台湾","郑成功军登陆台湾并围攻荷兰东印度公司在热兰遮城的据点","登陆与围城可靠；兵员、原住民联盟与双方伤亡需区分中荷各自战报","《清世祖实录》顺治十八年海防军报；《清史稿·郑成功传》；《热兰遮城日志》荷文1661年四月至十二月条","郑氏转进台湾、荷兰殖民据点与原住民政治","南京北伐失败后郑氏需安全粮食和军政基地，台湾荷兰据点又处海上航路和移民社会交汇处","战争改变台湾政权框架与土地征发，东宁政权形成；原住民处境不能由任一方单述","chapters/early-qing/coastal-war-and-taiwan.tex","annalistic_record","《清世祖实录》顺治十八年海防军报；《清史稿·郑成功传》；《热兰遮城日志》荷文1661年四月至十二月条","原有置信注记：登陆与围城可靠；兵员、原住民联盟与双方伤亡需区分中荷各自战报","1661","1644-1683_conquest_early_kangxi","B","armed_forces;maritime_and_foreign_polities","maritime_or_transregional","annalistic_selection_limit"
"EQ-1662-ZEELANDIA","永历十六年／康熙元年正月（1662年）","郑成功集团、荷兰东印度公司与台湾","热兰遮城守军投降，荷兰东印度公司在台湾西南的统治终结","投降文本和日期可靠；城外居民、原住民与被俘人员经历须从不同语言材料重建","《清圣祖实录》康熙元年台湾相关军报；《清史稿·郑成功传》；《热兰遮城日志》荷文1662年正月及投降条约","东宁建国、殖民交接与台湾多族群社会","长期围城切断荷兰守军补给，郑氏控制周边村社与航道后取得谈判优势","郑氏接收城堡、田地和贸易节点，台湾成为反清政权的财政与人口基地","chapters/early-qing/coastal-war-and-taiwan.tex","annalistic_record","《清圣祖实录》康熙元年台湾相关军报；《清史稿·郑成功传》；《热兰遮城日志》荷文1662年正月及投降条约","原有置信注记：投降文本和日期可靠；城外居民、原住民与被俘人员经历须从不同语言材料重建","1662","1644-1683_conquest_early_kangxi","B","armed_forces;maritime_and_foreign_polities","maritime_or_transregional","annalistic_selection_limit"
"EQ-1662-YONGLI-EXECUTION","康熙元年四月（1662年）","清、南明永历朝与缅甸","吴三桂军将自缅甸押回的永历帝朱由榔处死，南明朝廷名义中心结束","被押回和处死主干可靠；缅甸移交过程、处死地点与责任叙事须比对中缅材料","《清圣祖实录》康熙元年四月；《清史稿·永历帝本纪》；《琉璃宫史》缅文传统与《云南通志》","永历末路、中缅边境交涉与南明合法性","永历朝长期依赖流亡和边地补给，缅甸宫廷在清军压力下改变安置策略，吴三桂完成追捕","南明皇帝名义不复存在，但西南残部、郑氏与地方记忆仍继续影响清初整合","chapters/early-qing/southern-conquest.tex","annalistic_record","《清圣祖实录》康熙元年四月；《清史稿·永历帝本纪》；《琉璃宫史》缅文传统与《云南通志》","原有置信注记：被押回和处死主干可靠；缅甸移交过程、处死地点与责任叙事须比对中缅材料","1662","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;frontier_polities_and_communities","frontier_or_borderland","annalistic_selection_limit"
"EQ-1662-ZHENG-DEATH","永历十六年／康熙元年五月（1662年）","东宁郑氏政权","郑成功在台湾去世，郑氏集团进入继承与军政重组阶段","死亡月份大体可靠；死因、继承人之争与军中处置依赖郑氏后出材料和荷兰报告","《清圣祖实录》康熙元年海防军报；《清史稿·郑成功传》；《巴达维亚城日记》1662年台湾消息与郑氏文书辑录","郑成功之死、东宁继承与海上政权韧性","热兰遮投降后郑氏尚未稳定整合台湾，郑成功骤死使官兵、宗族和海商网络重谈权力","郑经最终掌权，东宁继续保有对抗清廷的海上基地，但内部资源争夺削弱集中行动","chapters/early-qing/coastal-war-and-taiwan.tex","annalistic_record","《清圣祖实录》康熙元年海防军报；《清史稿·郑成功传》；《巴达维亚城日记》1662年台湾消息与郑氏文书辑录","原有置信注记：死亡月份大体可靠；死因、继承人之争与军中处置依赖郑氏后出材料和荷兰报告","1662","1644-1683_conquest_early_kangxi","B","armed_forces;maritime_and_foreign_polities","maritime_or_transregional","annalistic_selection_limit"
"EQ-1663-XIAMEN-JINMEN","康熙二年（1663年）","清与东宁郑氏政权","清军联合部分郑氏降将攻取厦门、金门，郑氏主力退守台湾","厦金易手可靠；荷兰参与、海战细节和郑氏损失应区分清方军报与荷兰记录","《清圣祖实录》康熙二年福建军报；《清史稿·施琅传》；《巴达维亚城日记》1663年中国沿海消息","厦金失守、降将网络与清廷海防","郑成功死后郑氏继承未稳，清军利用熟悉海战的降将和沿海据点进攻","郑氏失去近大陆前进基地，台湾战略地位上升，清廷仍未取得制海能力","chapters/early-qing/coastal-war-and-taiwan.tex","annalistic_record","《清圣祖实录》康熙二年福建军报；《清史稿·施琅传》；《巴达维亚城日记》1663年中国沿海消息","原有置信注记：厦金易手可靠；荷兰参与、海战细节和郑氏损失应区分清方军报与荷兰记录","1663","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces;maritime_and_foreign_polities","maritime_or_transregional","annalistic_selection_limit"
"EQ-1664-KUIZHOU","康熙三年（1664年）","清与夔东抗清武装","清军攻破夔东据点，李来亨等抗清武装失败，长江上游的明遗民军事中心瓦解","夔东结局可靠；各部关系、山地据点与居民伤亡材料零散","《清圣祖实录》康熙三年湖广四川军报；《清史稿·李来亨传》；《夔州府志》与南明遗民文集","夔东抗清、山地据点与长江上游交通","永历朝覆灭后夔东武装仍凭山地、峡江与地方网络抵抗，清廷需清理长江航运安全隐患","清廷加强川东鄂西通道控制，残余反清力量更难与外部政权形成连线","chapters/early-qing/southern-conquest.tex","annalistic_record","《清圣祖实录》康熙三年湖广四川军报；《清史稿·李来亨传》；《夔州府志》与南明遗民文集","原有置信注记：夔东结局可靠；各部关系、山地据点与居民伤亡材料零散","1664","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces","imperial_or_multi_regional","annalistic_selection_limit"
"EQ-1665-REGENTS-CONSOLIDATION","康熙四年（1665年）","清","四辅政大臣以议政和旗务网络处理军政事务，鳌拜在政务中的影响扩大","辅政架构可靠；权力高下多由后来的鳌拜案档与《清史稿》倒叙，须避免预设结局","《清圣祖实录》康熙四年政务条；《清史稿·鳌拜传》；《康熙起居注》及内阁大库满汉题本","辅政政治、议政机制与后设鳌拜叙事","幼帝尚未亲裁，辅政大臣需在旗人贵族、部院官僚和南方军费之间协调","中央决策呈现集体辅政与个人网络并存，为1669年权力重组提供背景","chapters/early-qing/regency-and-centralization.tex","annalistic_record","《清圣祖实录》康熙四年政务条；《清史稿·鳌拜传》；《康熙起居注》及内阁大库满汉题本","原有置信注记：辅政架构可靠；权力高下多由后来的鳌拜案档与《清史稿》倒叙，须避免预设结局","1665","1644-1683_conquest_early_kangxi","B","court_and_officials;armed_forces","imperial_or_multi_regional","annalistic_selection_limit"
"EQ-1667-SONI-DEATH","康熙六年（1667年）","清","首辅索尼去世，四辅政大臣的均衡被打破","索尼死亡及官职变动可靠；其政治立场与遗言多经后出人物传记修饰","《清圣祖实录》康熙六年；《清史稿·索尼传》；《康熙起居注》康熙六年丧仪与议政记录","索尼去世、辅政均衡与幼帝政治空间","索尼居于辅政资历与旗人关系枢纽，其去世改变了原有制衡条件","鳌拜及盟友影响更显著，康熙帝近侍和太皇太后方面开始寻找收回裁决权的机会","chapters/early-qing/regency-and-centralization.tex","annalistic_record","《清圣祖实录》康熙六年；《清史稿·索尼传》；《康熙起居注》康熙六年丧仪与议政记录","原有置信注记：索尼死亡及官职变动可靠；其政治立场与遗言多经后出人物传记修饰","1667","1644-1683_conquest_early_kangxi","B","court_and_officials","imperial_or_multi_regional","annalistic_selection_limit"
"EQ-1669-OBOI-ARREST","康熙八年五月（1669年）","清","康熙帝拘捕鳌拜并审理其党羽，结束辅政大臣实际主政的局面","拘捕与处分可靠；宫中擒捕过程、罪状与少年皇帝个人谋略含胜利者叙事","《清圣祖实录》康熙八年五月；《清史稿·鳌拜传》；《康熙起居注》与鳌拜案内阁档","康熙亲政、旗人贵族与政治清算","索尼死后辅政均衡失去支点，鳌拜与苏克萨哈案件激化皇帝近臣、太皇太后和旗人贵族冲突","皇帝可直接统摄人事军政，但仍须通过议政、内阁及旗务结构行使权力","chapters/early-qing/regency-and-centralization.tex","annalistic_record","《清圣祖实录》康熙八年五月；《清史稿·鳌拜传》；《康熙起居注》与鳌拜案内阁档","原有置信注记：拘捕与处分可靠；宫中擒捕过程、罪状与少年皇帝个人谋略含胜利者叙事","1669","1644-1683_conquest_early_kangxi","B","court_and_officials","imperial_or_multi_regional","annalistic_selection_limit"
